lemma	pos	polarity_score 	has_polarity	provenance
oleum	noun	0	neutral	GOLD
tapes	noun	0	neutral	GOLD
odontalgia	noun	0	neutral	GOLD
considerantia	noun	0	neutral	GOLD
reprehensio	noun	-0.5	negative	GOLD
artificium	noun	0	neutral	GOLD
obligatio	noun	0	neutral	GOLD
melote	noun	0	neutral	GOLD
lectica	noun	0	neutral	GOLD
attractio	noun	0	neutral	GOLD
saccus	noun	0	neutral	GOLD
gorytus	noun	0	neutral	GOLD
cleptes	noun	-1	negative	GOLD
monile	noun	0	neutral	GOLD
terrorismus	noun	-1	negative	GOLD
immortalis	noun	0.5	positive	GOLD
liquamen	noun	0	neutral	GOLD
constructio	noun	0	neutral	GOLD
pecten	noun	0	neutral	GOLD
gelda	noun	0	neutral	GOLD
axedo	noun	0	neutral	GOLD
felo	noun	-1	negative	GOLD
attributum	noun	0	neutral	GOLD
inuentor	noun	0	neutral	GOLD
diagramma	noun	0	neutral	GOLD
heth	noun	0	neutral	GOLD
cappari	noun	0	neutral	GOLD
aer	noun	0	neutral	GOLD
desponsatio	noun	0	neutral	GOLD
orphanus	noun	-0.5	negative	GOLD
coadjutor	noun	0.5	positive	GOLD
detractio	noun	-0.5	negative	GOLD
nepos	noun	0	neutral	GOLD
homicida	noun	-1	negative	GOLD
tignum	noun	0	neutral	GOLD
pyramis	noun	0	neutral	GOLD
deceptio	noun	-1	negative	GOLD
conjectatio	noun	0	neutral	GOLD
fruticetum	noun	0	neutral	GOLD
conuersa	noun	0	neutral	GOLD
tabella	noun	0	neutral	GOLD
pleuina	noun	0	neutral	GOLD
battuarium	noun	0	neutral	GOLD
debilitas	noun	-1	negative	GOLD
conlator	noun	0	neutral	GOLD
deflexus	noun	0	neutral	GOLD
chema	noun	0	neutral	GOLD
nucleus	noun	0	neutral	GOLD
diaphragma	noun	0	neutral	GOLD
meritum	noun	1	positive	GOLD
cautio	noun	0.5	positive	GOLD
indigena	noun	0	neutral	GOLD
conligatio	noun	0	neutral	GOLD
aduersum	noun	-0.5	negative	GOLD
foeditas	noun	-1	negative	GOLD
temperantia	noun	1	positive	GOLD
pedis	noun	0	neutral	GOLD
populus	noun	0	neutral	GOLD
spiculum	noun	0	neutral	GOLD
dilapsio	noun	-1	negative	GOLD
fodorus	noun	0	neutral	GOLD
coccymelum	noun	0	neutral	GOLD
permities	noun	-1	negative	GOLD
jocundiatas	noun	1	positive	GOLD
coagmentarius	noun	0	neutral	GOLD
confessionale	noun	0	neutral	GOLD
orexis	noun	-1	negative	GOLD
caussidicus	noun	0	neutral	GOLD
uituperatio	noun	-1	negative	GOLD
sedile	noun	0	neutral	GOLD
ambiguitas	noun	-0.5	negative	GOLD
statera	noun	0	neutral	GOLD
mazer	noun	-0.5	negative	GOLD
permissus	noun	0	neutral	GOLD
combustio	noun	0	neutral	GOLD
cellarium	noun	0	neutral	GOLD
pharmacopola	noun	0	neutral	GOLD
capsula	noun	0	neutral	GOLD
impassibilitas	noun	-0.5	negative	GOLD
confiscator	noun	0	neutral	GOLD
ichnographia	noun	0	neutral	GOLD
cyprinus	noun	0	neutral	GOLD
cinematographeum	noun	0	neutral	GOLD
proditrix	noun	-1	negative	GOLD
trepiditas	noun	-1	negative	GOLD
strenuitas	noun	1	positive	GOLD
columba	noun	0	neutral	GOLD
epigrammatum	noun	0	neutral	GOLD
applicatio	noun	0	neutral	GOLD
talus	noun	0	neutral	GOLD
mensa	noun	0	neutral	GOLD
accusator	noun	0	neutral	GOLD
pyrobolus	noun	0	neutral	GOLD
problema	noun	0	neutral	GOLD
anancites	noun	0	neutral	GOLD
carnis	noun	0	neutral	GOLD
exsistimatio	noun	0.5	positive	GOLD
fabula	noun	0	neutral	GOLD
bacchatio	noun	0	neutral	GOLD
ceremonia	noun	0	neutral	GOLD
cambium	noun	0	neutral	GOLD
deprecator	noun	0.5	positive	GOLD
impaciencia	noun	-1	negative	GOLD
nepa	noun	0	neutral	GOLD
deuorsorium	noun	0	neutral	GOLD
accubitatio	noun	0	neutral	GOLD
hira	noun	0	neutral	GOLD
documentum	noun	0	neutral	GOLD
marca	noun	0	neutral	GOLD
repulsus	noun	-0.5	negative	GOLD
materia	noun	0	neutral	GOLD
allubentia	noun	0	neutral	GOLD
compar	noun	0	neutral	GOLD
agnomen	noun	0	neutral	GOLD
posteritas	noun	0	neutral	GOLD
connubium	noun	0.5	positive	GOLD
absortio	noun	1	positive	GOLD
physiologus	noun	0	neutral	GOLD
stillicidium	noun	-0.5	negative	GOLD
appreciatum	noun	0.5	positive	GOLD
elaboratio	noun	-0.5	negative	GOLD
aequiparatio	noun	0	neutral	GOLD
adnomentum	noun	0	neutral	GOLD
aeriportus	noun	0	neutral	GOLD
circen	noun	0	neutral	GOLD
bipertitio	noun	0	neutral	GOLD
architectus	noun	0	neutral	GOLD
saccatum	noun	0	neutral	GOLD
saburra	noun	0	neutral	GOLD
propinquitas	noun	0	neutral	GOLD
aggressura	noun	0.5	positive	GOLD
noxia	noun	-1	negative	GOLD
introductio	noun	0	neutral	GOLD
solitudo	noun	-0.5	negative	GOLD
conium	noun	0	neutral	GOLD
cocionatura	noun	0	neutral	GOLD
dissimulator	noun	-1	negative	GOLD
crimen	noun	-1	negative	GOLD
iustitium	noun	-1	negative	GOLD
phthongus	noun	0	neutral	GOLD
exagoga	noun	0	neutral	GOLD
destinatarius	noun	0	neutral	GOLD
messor	noun	0	neutral	GOLD
conscriptio	noun	0	neutral	GOLD
prex	noun	0	neutral	GOLD
cappella	noun	0	neutral	GOLD
comparatio	noun	0	neutral	GOLD
indagator	noun	0	neutral	GOLD
deridiculum	noun	-1	negative	GOLD
fuga	noun	-0.5	negative	GOLD
curatura	noun	0.5	positive	GOLD
conuentus	noun	0	neutral	GOLD
conditio	noun	0	neutral	GOLD
trochilea	noun	0	neutral	GOLD
phantasia	noun	0	neutral	GOLD
uallus	noun	0	neutral	GOLD
copia	noun	0.5	positive	GOLD
curculiunculus	noun	-0.5	negative	GOLD
technologia	noun	0	neutral	GOLD
agna	noun	0	neutral	GOLD
appulsus	noun	0	neutral	GOLD
dissidium	noun	-1	negative	GOLD
aduersaria	noun	-0.5	negative	GOLD
discumbens	noun	0	neutral	GOLD
manzerinus	noun	-1	negative	GOLD
monstrum	noun	0.5	positive	GOLD
necrologia	noun	-1	negative	GOLD
auctio	noun	0	neutral	GOLD
aggestio	noun	0	neutral	GOLD
baro	noun	-1	negative	GOLD
necrocomium	noun	-1	negative	GOLD
parabola	noun	0	neutral	GOLD
artum	noun	0	neutral	GOLD
juridicus	noun	0	neutral	GOLD
exasperatio	noun	-0.5	negative	GOLD
chalybs	noun	0	neutral	GOLD
instructus	noun	0	neutral	GOLD
accuratio	noun	0.5	positive	GOLD
derisio	noun	-1	negative	GOLD
cementicium	noun	0	neutral	GOLD
casus	noun	0	neutral	GOLD
uestibulum	noun	0	neutral	GOLD
sementerium	noun	-0.5	negative	GOLD
persona	noun	0	neutral	GOLD
refugium	noun	0.5	positive	GOLD
dominatrix	noun	0	neutral	GOLD
magister	noun	0.5	positive	GOLD
commemoramentum	noun	0	neutral	GOLD
coeptum	noun	0	neutral	GOLD
denominatio	noun	0	neutral	GOLD
antidepressiuum	noun	0	neutral	GOLD
calor	noun	0	neutral	GOLD
ile	noun	0	neutral	GOLD
dionysonymphas	noun	0	neutral	GOLD
capa	noun	0	neutral	GOLD
fulcrum	noun	0	neutral	GOLD
anachoresis	noun	0.5	positive	GOLD
rete	noun	0	neutral	GOLD
informitas	noun	-1	negative	GOLD
abominatio	noun	-1	negative	GOLD
praemonitus	noun	0	neutral	GOLD
capital	noun	-1	negative	GOLD
adinuentum	noun	0	neutral	GOLD
honorificentia	noun	1	positive	GOLD
organum	noun	0	neutral	GOLD
concorditas	noun	1	positive	GOLD
transenna	noun	0	neutral	GOLD
sermocinatio	noun	0	neutral	GOLD
syncopa	noun	0	neutral	GOLD
diuersitas	noun	-0.5	negative	GOLD
capacitas	noun	0	neutral	GOLD
uagina	noun	0	neutral	GOLD
caesna	noun	0	neutral	GOLD
incursus	noun	-1	negative	GOLD
suffragium	noun	0	neutral	GOLD
liuor	noun	-0.5	negative	GOLD
permixtio	noun	0	neutral	GOLD
characias	noun	0	neutral	GOLD
dirutio	noun	-1	negative	GOLD
adsensio	noun	1	positive	GOLD
exclamatio	noun	0	neutral	GOLD
nummischedula	noun	0	neutral	GOLD
defectio	noun	-1	negative	GOLD
notatio	noun	0	neutral	GOLD
exul	noun	-1	negative	GOLD
felis	noun	0	neutral	GOLD
ducissa	noun	0	neutral	GOLD
far	noun	0	neutral	GOLD
fluctio	noun	0	neutral	GOLD
buculus	noun	0	neutral	GOLD
cinemateum	noun	0	neutral	GOLD
adflictio	noun	-1	negative	GOLD
redimiculum	noun	0	neutral	GOLD
laetatio	noun	1	positive	GOLD
adytum	noun	0	neutral	GOLD
sycophantia	noun	-1	negative	GOLD
depectio	noun	0	neutral	GOLD
apographon	noun	0	neutral	GOLD
uacerra	noun	0	neutral	GOLD
conputator	noun	0	neutral	GOLD
rudimentum	noun	0	neutral	GOLD
efficacia	noun	1	positive	GOLD
bibliothecarius	noun	0	neutral	GOLD
conclusio	noun	0	neutral	GOLD
tristitia	noun	-1	negative	GOLD
productum	noun	0	neutral	GOLD
grates	noun	1	positive	GOLD
columpna	noun	0	neutral	GOLD
regulus	noun	-0.5	negative	GOLD
cluaca	noun	0	neutral	GOLD
praejudicium	noun	0	neutral	GOLD
exemplar	noun	0	neutral	GOLD
concretum	noun	0	neutral	GOLD
calcestrum	noun	0	neutral	GOLD
mazza	noun	0	neutral	GOLD
judex	noun	0	neutral	GOLD
inritamen	noun	0.5	positive	GOLD
contignatio	noun	0	neutral	GOLD
axiculus	noun	0	neutral	GOLD
organicus	noun	0	neutral	GOLD
eximietas	noun	1	positive	GOLD
galetta	noun	0	neutral	GOLD
militans	noun	0	neutral	GOLD
superum	noun	0.5	positive	GOLD
purgatio	noun	0.5	positive	GOLD
beneficentia	noun	1	positive	GOLD
denotatio	noun	-1	negative	GOLD
spelunca	noun	0	neutral	GOLD
confectorium	noun	0	neutral	GOLD
manga	noun	0	neutral	GOLD
canditatio	noun	0	neutral	GOLD
mercatus	noun	0	neutral	GOLD
admotio	noun	0	neutral	GOLD
hedera	noun	0	neutral	GOLD
internicio	noun	-1	negative	GOLD
limonata	noun	0	neutral	GOLD
medius	noun	0	neutral	GOLD
obuersus	noun	0	neutral	GOLD
emissarium	noun	0	neutral	GOLD
sequentia	noun	0	neutral	GOLD
durum	noun	-1	negative	GOLD
poeta	noun	0	neutral	GOLD
euentum	noun	0	neutral	GOLD
assis	noun	0	neutral	GOLD
alapa	noun	-0.5	negative	GOLD
caritas	noun	1	positive	GOLD
idea	noun	0	neutral	GOLD
adpositum	noun	0	neutral	GOLD
commune	noun	0	neutral	GOLD
exsuperantia	noun	0.5	positive	GOLD
affectio	noun	0	neutral	GOLD
creatio	noun	0.5	positive	GOLD
essentia	noun	0	neutral	GOLD
medicamentum	noun	0	neutral	GOLD
tritura	noun	0	neutral	GOLD
tabernula	noun	0	neutral	GOLD
gressus	noun	0	neutral	GOLD
stereotypus	noun	-0.5	negative	GOLD
uerum	noun	1	positive	GOLD
futtilitas	noun	-1	negative	GOLD
gremium	noun	0	neutral	GOLD
aequatio	noun	0.5	positive	GOLD
uenia	noun	1	positive	GOLD
fabrica	noun	0	neutral	GOLD
exspes	noun	-1	negative	GOLD
conruptio	noun	-1	negative	GOLD
planities	noun	0	neutral	GOLD
libella	noun	0	neutral	GOLD
stellionatus	noun	-1	negative	GOLD
extremum	noun	0	neutral	GOLD
peristýlium	noun	0	neutral	GOLD
curuatio	noun	0	neutral	GOLD
adfamen	noun	0	neutral	GOLD
colpa	noun	-1	negative	GOLD
paullum	noun	0	neutral	GOLD
caracter	noun	0	neutral	GOLD
defetigatio	noun	-1	negative	GOLD
rassismus	noun	-1	negative	GOLD
uociferatio	noun	-0.5	negative	GOLD
uipera	noun	0	neutral	GOLD
prothesis	noun	0	neutral	GOLD
extritio	noun	-1	negative	GOLD
turannis	noun	-1	negative	GOLD
depuratio	noun	0.5	positive	GOLD
textura	noun	0	neutral	GOLD
res	noun	0	neutral	GOLD
homo	noun	0	neutral	GOLD
animus	noun	0.5	positive	GOLD
causa	noun	0	neutral	GOLD
locus	noun	0	neutral	GOLD
dies	noun	0	neutral	GOLD
pars	noun	0	neutral	GOLD
tempus	noun	0	neutral	GOLD
uir	noun	0.5	positive	GOLD
deus	noun	0	neutral	GOLD
bellum	noun	0	neutral	GOLD
manus	noun	0	neutral	GOLD
corpus	noun	0	neutral	GOLD
pater	noun	0	neutral	GOLD
uis	noun	1	positive	GOLD
respublica	noun	0.5	positive	GOLD
rex	noun	0	neutral	GOLD
nomen	noun	0	neutral	GOLD
hostis	noun	-1	negative	GOLD
uita	noun	0	neutral	GOLD
urbs	noun	0.5	positive	GOLD
domus	noun	0	neutral	GOLD
terra	noun	0	neutral	GOLD
lex	noun	0.5	positive	GOLD
senatus	noun	0.5	positive	GOLD
uirtus	noun	1	positive	GOLD
miles	noun	0	neutral	GOLD
arma	noun	0	neutral	GOLD
ciuitas	noun	0.5	positive	GOLD
consilium	noun	0.5	positive	GOLD
iudicium	noun	0.5	positive	GOLD
natura	noun	0	neutral	GOLD
mors	noun	-1	negative	GOLD
genus	noun	0	neutral	GOLD
iudex	noun	0.5	positive	GOLD
castra	noun	0	neutral	GOLD
exercitus	noun	0	neutral	GOLD
opus	noun	0.5	positive	GOLD
amicus	noun	1	positive	GOLD
annus	noun	0	neutral	GOLD
bonum	noun	1	positive	GOLD
fides	noun	1	positive	GOLD
ius	noun	0.5	positive	GOLD
imperium	noun	0	neutral	GOLD
consul	noun	0.5	positive	GOLD
ciuis	noun	0.5	positive	GOLD
periculum	noun	-1	negative	GOLD
legio	noun	0	neutral	GOLD
malum	noun	-1	negative	GOLD
beneficium	noun	1	positive	GOLD
mos	noun	0.5	positive	GOLD
os	noun	0	neutral	GOLD
nox	noun	0	neutral	GOLD
honor	noun	1	positive	GOLD
mare	noun	0	neutral	GOLD
oculus	noun	0	neutral	GOLD
uox	noun	0	neutral	GOLD
caput	noun	0	neutral	GOLD
eques	noun	0	neutral	GOLD
prouincia	noun	0	neutral	GOLD
filius	noun	0	neutral	GOLD
scelus	noun	-1	negative	GOLD
amor	noun	1	positive	GOLD
princeps	noun	0.5	positive	GOLD
spes	noun	0.5	positive	GOLD
mens	noun	0.5	positive	GOLD
caelum	noun	0.5	positive	GOLD
mater	noun	0	neutral	GOLD
aqua	noun	0	neutral	GOLD
gratia	noun	1	positive	GOLD
metus	noun	-1	negative	GOLD
ignis	noun	0	neutral	GOLD
ager	noun	0	neutral	GOLD
dolor	noun	-1	negative	GOLD
dux	noun	0.5	positive	GOLD
iter	noun	0	neutral	GOLD
labor	noun	-0.5	negative	GOLD
studium	noun	0.5	positive	GOLD
nauis	noun	0	neutral	GOLD
gens	noun	0	neutral	GOLD
iniuria	noun	-1	negative	GOLD
aetas	noun	0	neutral	GOLD
pes	noun	0	neutral	GOLD
regnum	noun	0	neutral	GOLD
ordo	noun	0.5	positive	GOLD
frater	noun	0	neutral	GOLD
signum	noun	0	neutral	GOLD
puer	noun	0	neutral	GOLD
legatus	noun	0	neutral	GOLD
sententia	noun	0	neutral	GOLD
finis	noun	0	neutral	GOLD
salus	noun	1	positive	GOLD
seruus	noun	-0.5	negative	GOLD
uia	noun	0	neutral	GOLD
ars	noun	0	neutral	GOLD
abstinentia	noun	1	positive	SILVER
acceptus	adj	1	positive	SILVER
accretio	noun	0	neutral	SILVER
acies	noun	0	neutral	SILVER
acta	noun	0.5	positive	SILVER
acua	noun	0	neutral	SILVER
acualis	adj	0	neutral	SILVER
acuarius	noun	0	neutral	SILVER
adcuratio	noun	0.5	positive	SILVER
adfectio	noun	0	neutral	SILVER
adgestio	noun	0	neutral	SILVER
adgnomentom	noun	0	neutral	SILVER
adgressura	noun	0.5	positive	SILVER
adlibentia	noun	0	neutral	SILVER
admentom	noun	0	neutral	SILVER
adnomen	noun	0	neutral	SILVER
adpellatio	noun	0	neutral	SILVER
adplicatio	noun	0	neutral	SILVER
adpositom	noun	0	neutral	SILVER
adpulsus	noun	0	neutral	SILVER
adspectabilis	adj	0	neutral	SILVER
adtractio	noun	0	neutral	SILVER
adtributom	noun	0	neutral	SILVER
aduersabilis	adj	-1	negative	SILVER
aduersarius	noun	-1	negative	SILVER
aduersom	noun	-0.5	negative	SILVER
aduorsarius	noun	-1	negative	SILVER
adytom	noun	0	neutral	SILVER
aecus	adj	0.5	positive	SILVER
aedes	noun	0	neutral	SILVER
aegritudo	noun	-1	negative	SILVER
aeneus	adj	0	neutral	SILVER
aequalis	adj	0.5	positive	SILVER
aequibilis	adj	0.5	positive	SILVER
aequiperabilis	adj	0	neutral	SILVER
aequitas	noun	0.5	positive	SILVER
aequor	noun	0	neutral	SILVER
aerumna	noun	-0.5	negative	SILVER
aeuitas	noun	0	neutral	SILVER
affamen	noun	0	neutral	SILVER
affectionalis	adj	0	neutral	SILVER
afflictio	noun	-1	negative	SILVER
aggressus	noun	0.5	positive	SILVER
agilitas	noun	0.5	positive	SILVER
agralis	adj	0	neutral	SILVER
agraris	adj	0	neutral	SILVER
agrarius	adj	0	neutral	SILVER
alacer	adj	1	positive	SILVER
alacris	adj	1	positive	SILVER
alapha	noun	-0.5	negative	SILVER
alienitas	noun	-0.5	negative	SILVER
allegatio	noun	0	neutral	SILVER
altariom	noun	0	neutral	SILVER
altiliarius	noun	0	neutral	SILVER
altilitas	noun	0	neutral	SILVER
amans	noun	1	positive	SILVER
amarus	adj	-0.5	negative	SILVER
ambiguus	adj	-0.5	negative	SILVER
ameicus	noun	1	positive	SILVER
amentia	noun	-1	negative	SILVER
amicalis	adj	1	positive	SILVER
ammotio	noun	0	neutral	SILVER
amoratus	adj	1	positive	SILVER
amplitudo	noun	0	neutral	SILVER
ancarius	noun	0	neutral	SILVER
angor	noun	-1	negative	SILVER
anilis	adj	0	neutral	SILVER
anima	noun	0.5	positive	SILVER
anitas	noun	0	neutral	SILVER
annalis	adj	0	neutral	SILVER
annalis	noun	0	neutral	SILVER
annarius	adj	0	neutral	SILVER
anticus	adj	0	neutral	SILVER
antiquaris	adj	0	neutral	SILVER
antiquarius	adj	0	neutral	SILVER
antiquitas	noun	0	neutral	SILVER
antistes	noun	0.5	positive	SILVER
antrum	noun	0	neutral	SILVER
apparentia	noun	0	neutral	SILVER
appenditiom	noun	0	neutral	SILVER
aqualis	adj	0	neutral	SILVER
aquarius	adj	0	neutral	SILVER
aquaticus	adj	0	neutral	SILVER
aquatilis	adj	0	neutral	SILVER
aquatus	adj	0	neutral	SILVER
aqueus	adj	0	neutral	SILVER
aquilus	adj	0	neutral	SILVER
archetypum	noun	0	neutral	SILVER
architecticus	adj	0	neutral	SILVER
architectonicus	adj	0	neutral	SILVER
ardalio	noun	0.5	positive	SILVER
argumentum	noun	0	neutral	SILVER
armamentum	noun	0	neutral	SILVER
armarium	noun	0	neutral	SILVER
arrabon	noun	0	neutral	SILVER
arrhabo	noun	0	neutral	SILVER
arrhabon	noun	0	neutral	SILVER
artifex	noun	0	neutral	SILVER
artificiom	noun	0	neutral	SILVER
artitus	adj	0	neutral	SILVER
artom	noun	0	neutral	SILVER
aruorsarius	noun	-1	negative	SILVER
as	noun	0	neutral	SILVER
asper	adj	-0.5	negative	SILVER
asperitas	noun	-0.5	negative	SILVER
aspredo	noun	-0.5	negative	SILVER
aspretum	noun	-0.5	negative	SILVER
aspritudo	noun	-0.5	negative	SILVER
asprus	adj	-0.5	negative	SILVER
assarius	adj	0	neutral	SILVER
assensio	noun	1	positive	SILVER
assentatio	noun	0.5	positive	SILVER
assiculus	noun	0	neutral	SILVER
astrologus	adj	0	neutral	SILVER
attrectatus	noun	0	neutral	SILVER
atuentor	noun	0	neutral	SILVER
auarus	adj	-1	negative	SILVER
auctionalis	adj	0	neutral	SILVER
auctionarius	adj	0	neutral	SILVER
audacia	noun	1	positive	SILVER
auditorialis	adj	0	neutral	SILVER
auditoriom	noun	0	neutral	SILVER
auena	noun	0	neutral	SILVER
augurium	noun	0.5	positive	SILVER
augustus	noun	1	positive	SILVER
aura	noun	1	positive	SILVER
aureatus	adj	0.5	positive	SILVER
aurum	noun	0.5	positive	SILVER
ausculom	noun	0	neutral	SILVER
austerus	adj	-0.5	negative	SILVER
autochthon	noun	0	neutral	SILVER
autumnus	noun	0	neutral	SILVER
autumpnus	noun	0	neutral	SILVER
axis	noun	0	neutral	SILVER
bagina	noun	0	neutral	SILVER
basium	noun	0	neutral	SILVER
battis	noun	0	neutral	SILVER
bellicus	adj	0	neutral	SILVER
bellom	noun	0	neutral	SILVER
beneficialis	adj	1	positive	SILVER
beneficiarius	adj	1	positive	SILVER
beneficiatus	noun	1	positive	SILVER
beneficientia	noun	1	positive	SILVER
beneficiom	noun	1	positive	SILVER
beneficus	adj	1	positive	SILVER
benificentia	noun	1	positive	SILVER
benificientia	noun	1	positive	SILVER
bibliotheca	noun	0	neutral	SILVER
bibliothece	noun	0	neutral	SILVER
bipartitio	noun	0	neutral	SILVER
bipedalium	noun	0	neutral	SILVER
bita	noun	0	neutral	SILVER
blattarius	adj	0	neutral	SILVER
blattea	noun	0	neutral	SILVER
blatteus	adj	0	neutral	SILVER
blattiarius	noun	0	neutral	SILVER
bonatus	adj	1	positive	SILVER
bonitas	noun	1	positive	SILVER
bonom	noun	1	positive	SILVER
bonus	noun	1	positive	SILVER
bybliothecarius	noun	0	neutral	SILVER
caelibatus	noun	0.5	positive	SILVER
caelicus	adj	0.5	positive	SILVER
caelom	noun	0.5	positive	SILVER
caena	noun	0	neutral	SILVER
caenosus	adj	-1	negative	SILVER
caeremonia	noun	0	neutral	SILVER
caerimonia	noun	0.5	positive	SILVER
caesar	noun	0.5	positive	SILVER
calcestrom	noun	0	neutral	SILVER
caligo	noun	-0.5	negative	SILVER
caloratus	adj	0	neutral	SILVER
calta	noun	0	neutral	SILVER
cambiom	noun	0	neutral	SILVER
campania	noun	0	neutral	SILVER
campus	noun	0	neutral	SILVER
camur	adj	0	neutral	SILVER
canabetum	noun	0	neutral	SILVER
cancer	noun	-1	negative	SILVER
cantus	noun	0	neutral	SILVER
capax	adj	0	neutral	SILVER
capha	noun	0	neutral	SILVER
capitale	noun	-1	negative	SILVER
capitatus	adj	0	neutral	SILVER
capito	noun	0	neutral	SILVER
captiuus	adj	-1	negative	SILVER
capud	noun	0	neutral	SILVER
careota	noun	0	neutral	SILVER
carnalis	adj	0	neutral	SILVER
carnarius	adj	0	neutral	SILVER
carnatus	adj	0	neutral	SILVER
carneus	adj	0	neutral	SILVER
caro	noun	0	neutral	SILVER
carus	adj	1	positive	SILVER
cassis	noun	0	neutral	SILVER
cassus	noun	0	neutral	SILVER
casualis	adj	0	neutral	SILVER
cauitio	noun	0.5	positive	SILVER
causalis	adj	0	neutral	SILVER
causarius	adj	0	neutral	SILVER
caussa	noun	0	neutral	SILVER
cautionalis	adj	0.5	positive	SILVER
ceiueis	noun	0.5	positive	SILVER
ceiuitas	noun	0.5	positive	SILVER
cellariarius	noun	0	neutral	SILVER
cellariom	noun	0	neutral	SILVER
censualis	adj	0	neutral	SILVER
centenus	adj	0	neutral	SILVER
certitas	noun	0.5	positive	SILVER
certitudo	noun	0.5	positive	SILVER
ceruicositas	noun	-0.5	negative	SILVER
chapa	noun	0	neutral	SILVER
character	noun	0	neutral	SILVER
charitas	noun	1	positive	SILVER
cheme	noun	0	neutral	SILVER
chorda	noun	1	positive	SILVER
cici	noun	0	neutral	SILVER
ciconea	noun	0	neutral	SILVER
circumitus	noun	0	neutral	SILVER
citocaciom	noun	0	neutral	SILVER
ciuicus	adj	0.5	positive	SILVER
ciuilitas	noun	0.5	positive	SILVER
claredo	noun	0.5	positive	SILVER
clarissimatus	noun	0.5	positive	SILVER
claritas	noun	0.5	positive	SILVER
claritudo	noun	0.5	positive	SILVER
clauditas	noun	-0.5	negative	SILVER
clepta	noun	-1	negative	SILVER
cliuos	noun	0	neutral	SILVER
cloaca	noun	0	neutral	SILVER
clodus	adj	-0.5	negative	SILVER
cludus	adj	-0.5	negative	SILVER
coccio	noun	0	neutral	SILVER
coccymelom	noun	0	neutral	SILVER
cocetum	noun	0	neutral	SILVER
coeles	adj	1	positive	SILVER
coelum	noun	0.5	positive	SILVER
coeptom	noun	0	neutral	SILVER
cognitio	noun	0.5	positive	SILVER
coiunx	noun	-0.5	negative	SILVER
collator	noun	0	neutral	SILVER
colligatio	noun	0	neutral	SILVER
colonus	noun	0	neutral	SILVER
color	noun	0	neutral	SILVER
colos	noun	0	neutral	SILVER
columbar	noun	0	neutral	SILVER
columbare	noun	0	neutral	SILVER
columbarius	adj	0	neutral	SILVER
comitas	noun	1	positive	SILVER
comitiae	noun	1	positive	SILVER
comitium	noun	0.5	positive	SILVER
commemoramentom	noun	0	neutral	SILVER
commoditas	noun	0.5	positive	SILVER
commoinis	adj	0	neutral	SILVER
communalis	adj	0	neutral	SILVER
communitas	noun	0	neutral	SILVER
comoedia	noun	0	neutral	SILVER
complementom	noun	0	neutral	SILVER
compressor	noun	-1	negative	SILVER
computator	noun	0	neutral	SILVER
conbustio	noun	0	neutral	SILVER
concordis	adj	1	positive	SILVER
concors	adj	1	positive	SILVER
condicio	noun	0	neutral	SILVER
conductom	noun	0	neutral	SILVER
confectoriom	noun	0	neutral	SILVER
coniom	noun	0	neutral	SILVER
coniugalis	adj	-0.5	negative	SILVER
coniunx	noun	-0.5	negative	SILVER
conmune	noun	0	neutral	SILVER
connubiom	noun	0.5	positive	SILVER
conpages	noun	0.5	positive	SILVER
conparatio	noun	0	neutral	SILVER
conpilatio	noun	-1	negative	SILVER
conplexus	noun	0	neutral	SILVER
conreptio	noun	-0.5	negative	SILVER
consanguineus	adj	0	neutral	SILVER
consiliarius	adj	0.5	positive	SILVER
consiliom	noun	0.5	positive	SILVER
consol	noun	0.5	positive	SILVER
consors	noun	1	positive	SILVER
consularis	adj	0.5	positive	SILVER
contumax	adj	-1	negative	SILVER
copiarius	noun	0.5	positive	SILVER
cops	adj	0.5	positive	SILVER
coquos	noun	0	neutral	SILVER
corporalis	adj	0	neutral	SILVER
corporeus	adj	0	neutral	SILVER
corpulentus	adj	-0.5	negative	SILVER
corruptio	noun	-1	negative	SILVER
corytos	noun	0	neutral	SILVER
cosmis	adj	1	positive	SILVER
cremiom	noun	0	neutral	SILVER
crepitacillom	noun	0	neutral	SILVER
criminalis	adj	-1	negative	SILVER
culpa	noun	-1	negative	SILVER
cunctus	adj	0	neutral	SILVER
cupidinarii	noun	-0.5	negative	SILVER
curia	noun	-1	negative	SILVER
cutis	noun	0	neutral	SILVER
debil	adj	-1	negative	SILVER
debilis	adj	-1	negative	SILVER
dedecus	noun	-1	negative	SILVER
defatigatio	noun	-1	negative	SILVER
deinus	adj	0.5	positive	SILVER
deitas	noun	0	neutral	SILVER
delictum	noun	-1	negative	SILVER
demens	adj	-1	negative	SILVER
depactio	noun	0	neutral	SILVER
deridiculom	noun	-1	negative	SILVER
destinatio	noun	-1	negative	SILVER
deuersoriom	noun	0	neutral	SILVER
dextra	noun	0	neutral	SILVER
dextrale	noun	0	neutral	SILVER
diabathrarius	noun	0	neutral	SILVER
diabathrom	noun	0	neutral	SILVER
diaes	noun	0	neutral	SILVER
dialis	adj	0	neutral	SILVER
diarium	noun	0	neutral	SILVER
dictum	noun	0	neutral	SILVER
difficultas	noun	-0.5	negative	SILVER
dignitas	noun	1	positive	SILVER
diligentia	noun	0.5	positive	SILVER
disciplina	noun	0	neutral	SILVER
discrimen	noun	-1	negative	SILVER
dissidiom	noun	-1	negative	SILVER
